ID,DataType,ORIGINAL_TraitID,ORIGINAL_TraitDefinition,TraitValue,TraitUnit,N_TraitValue,ConTaxa,ResTaxa,ConTaxaStage,ResTaxaStage,Con_ForagingMovement,Con_RESDetectionDimensionality,Res_ForagingMovement,Res_CONDetectionDimensionality,CON_MASS_value,RES_MASS_value,ResArenaSize_SI_UNIT,ResDensity_SI_VALUE,ResDensityUnit,ResDensity,ResArenaSize_SI_VALUE,ConTemp,ResTemp,ResReplaceRate,ResReplaceUnit,ResReplace,TraitSIValue,TraitSIUnit,N_TraitID,N_TraitConversion,N_CONVERTED,N_TraitUnit,Original_ErrorValue,Original_ErrorValueUnit,Replicates,ConTaxon,ConStage,ConCommon,Con_MovementDimensionality,Con_Thermy,Res_MovementDimensionality,ResTaxon,ResStage,ResCommon,Res_Thermy,Habitat,LabField,ObservationtimeSI,ObservationtimeSIUnits,ConStarvationTimeSI,ConStarvationTimeSIUnits,ConArenaSiz_VALUE,ConArenaSize_UNIT,ConDensity,ConDensityUnit,ConDensity_SI_VALUE,ConDensityConst,ConSizType,CON_ORIGINAL_value,CON_ORIGINAL_unit,Con_Siz_reference,ResSizType,RES_ORIGINAL_value,RES_ORIGINAL_unit,Res_Siz_reference,Citation,FigureTable
39910,new,Mass-Specific Volume Consumption Rate,The biovolume of resource consumed per unit mass of consumer per time,136430000,cubic micrometer (yeast cell wet volume) / (gram (body mass - wet) * 1 hour),182.3476936,Xenopus laevis (Daudin 1802),Saccharomyces cerevisiae Meyen ex E.C. Hansen,Xenopus laevis (Daudin 1802) [larva],Saccharomyces cerevisiae Meyen ex E.C. Hansen [unicell],active,sphere,passive,sphere,0.00129,2.68E-013,cubic meter,1551398732,cubic micrometer (yeast wet cell biovolume) per milliliter,415930,0.00025,20,20,,,no,,,,,,,,,,Xenopus laevis,Tadpole,South African clawed frog,3D,ectotherm,3D,Saccharomyces cerevisiae,,Yeast,ectotherm,Freshwater,Laboratory,25200,seconds,,,0.00025,cubic meter,1,Individuals per arena,,yes,wet mass,1.29,g,original paper,cell volume,8,micrometer,http://hypertextbook.com/facts/2000/JennyNg.shtml,SEALE D. B. 1982. OBLIGATE AND FACULTATIVE SUSPENSION FEEDING IN ANURAN LARVAE: FEEDING REGULATION IN XENOPUS AND RANA. Biol Bull 162:214-231.,Fig 1b
39910,new,Mass-Specific Volume Consumption Rate,The biovolume of resource consumed per unit mass of consumer per time,147800000,cubic micrometer (yeast cell wet volume) / (gram (body mass - wet) * 1 hour),197.5444486,Xenopus laevis (Daudin 1802),Saccharomyces cerevisiae Meyen ex E.C. Hansen,Xenopus laevis (Daudin 1802) [larva],Saccharomyces cerevisiae Meyen ex E.C. Hansen [unicell],active,sphere,passive,sphere,0.00129,2.68E-013,cubic meter,1439015293,cubic micrometer (yeast wet cell biovolume) per milliliter,385800,0.00025,20,20,,,no,,,,,,,,,,Xenopus laevis,Tadpole,South African clawed frog,3D,ectotherm,3D,Saccharomyces cerevisiae,,Yeast,ectotherm,Freshwater,Laboratory,25200,seconds,,,0.00025,cubic meter,1,Individuals per arena,,yes,wet mass,1.29,g,original paper,cell volume,8,micrometer,http://hypertextbook.com/facts/2000/JennyNg.shtml,SEALE D. B. 1982. OBLIGATE AND FACULTATIVE SUSPENSION FEEDING IN ANURAN LARVAE: FEEDING REGULATION IN XENOPUS AND RANA. Biol Bull 162:214-231.,Fig 1b
39910,new,Mass-Specific Volume Consumption Rate,The biovolume of resource consumed per unit mass of consumer per time,167580000,cubic micrometer (yeast cell wet volume) / (gram (body mass - wet) * 1 hour),223.9817232,Xenopus laevis (Daudin 1802),Saccharomyces cerevisiae Meyen ex E.C. Hansen,Xenopus laevis (Daudin 1802) [larva],Saccharomyces cerevisiae Meyen ex E.C. Hansen [unicell],active,sphere,passive,sphere,0.00129,2.68E-013,cubic meter,1218015666,cubic micrometer (yeast wet cell biovolume) per milliliter,326550,0.00025,20,20,,,no,,,,,,,,,,Xenopus laevis,Tadpole,South African clawed frog,3D,ectotherm,3D,Saccharomyces cerevisiae,,Yeast,ectotherm,Freshwater,Laboratory,25200,seconds,,,0.00025,cubic meter,1,Individuals per arena,,yes,wet mass,1.29,g,original paper,cell volume,8,micrometer,http://hypertextbook.com/facts/2000/JennyNg.shtml,SEALE D. B. 1982. OBLIGATE AND FACULTATIVE SUSPENSION FEEDING IN ANURAN LARVAE: FEEDING REGULATION IN XENOPUS AND RANA. Biol Bull 162:214-231.,Fig 1b
39910,new,Mass-Specific Volume Consumption Rate,The biovolume of resource consumed per unit mass of consumer per time,284910000,cubic micrometer (yeast cell wet volume) / (gram (body mass - wet) * 1 hour),380.8010071,Xenopus laevis (Daudin 1802),Saccharomyces cerevisiae Meyen ex E.C. Hansen,Xenopus laevis (Daudin 1802) [larva],Saccharomyces cerevisiae Meyen ex E.C. Hansen [unicell],active,sphere,passive,sphere,0.00129,2.68E-013,cubic meter,1105408430,cubic micrometer (yeast wet cell biovolume) per milliliter,296360,0.00025,20,20,,,no,,,,,,,,,,Xenopus laevis,Tadpole,South African clawed frog,3D,ectotherm,3D,Saccharomyces cerevisiae,,Yeast,ectotherm,Freshwater,Laboratory,25200,seconds,,,0.00025,cubic meter,1,Individuals per arena,,yes,wet mass,1.29,g,original paper,cell volume,8,micrometer,http://hypertextbook.com/facts/2000/JennyNg.shtml,SEALE D. B. 1982. OBLIGATE AND FACULTATIVE SUSPENSION FEEDING IN ANURAN LARVAE: FEEDING REGULATION IN XENOPUS AND RANA. Biol Bull 162:214-231.,Fig 1b
39910,new,Mass-Specific Volume Consumption Rate,The biovolume of resource consumed per unit mass of consumer per time,153210000,cubic micrometer (yeast cell wet volume) / (gram (body mass - wet) * 1 hour),204.7752704,Xenopus laevis (Daudin 1802),Saccharomyces cerevisiae Meyen ex E.C. Hansen,Xenopus laevis (Daudin 1802) [larva],Saccharomyces cerevisiae Meyen ex E.C. Hansen [unicell],active,sphere,passive,sphere,0.00129,2.68E-013,cubic meter,1977694890,cubic micrometer (yeast wet cell biovolume) per milliliter,530220,0.00025,20,20,,,no,,,,,,,,,,Xenopus laevis,Tadpole,South African clawed frog,3D,ectotherm,3D,Saccharomyces cerevisiae,,Yeast,ectotherm,Freshwater,Laboratory,25200,seconds,,,0.00025,cubic meter,1,Individuals per arena,,yes,wet mass,1.29,g,original paper,cell volume,8,micrometer,http://hypertextbook.com/facts/2000/JennyNg.shtml,SEALE D. B. 1982. OBLIGATE AND FACULTATIVE SUSPENSION FEEDING IN ANURAN LARVAE: FEEDING REGULATION IN XENOPUS AND RANA. Biol Bull 162:214-231.,Fig 1b
39910,new,Mass-Specific Volume Consumption Rate,The biovolume of resource consumed per unit mass of consumer per time,220510000,cubic micrometer (yeast cell wet volume) / (gram (body mass - wet) * 1 hour),294.7261594,Xenopus laevis (Daudin 1802),Saccharomyces cerevisiae Meyen ex E.C. Hansen,Xenopus laevis (Daudin 1802) [larva],Saccharomyces cerevisiae Meyen ex E.C. Hansen [unicell],active,sphere,passive,sphere,0.00129,2.68E-013,cubic meter,3194293174,cubic micrometer (yeast wet cell biovolume) per milliliter,856390,0.00025,20,20,,,no,,,,,,,,,,Xenopus laevis,Tadpole,South African clawed frog,3D,ectotherm,3D,Saccharomyces cerevisiae,,Yeast,ectotherm,Freshwater,Laboratory,25200,seconds,,,0.00025,cubic meter,1,Individuals per arena,,yes,wet mass,1.29,g,original paper,cell volume,8,micrometer,http://hypertextbook.com/facts/2000/JennyNg.shtml,SEALE D. B. 1982. OBLIGATE AND FACULTATIVE SUSPENSION FEEDING IN ANURAN LARVAE: FEEDING REGULATION IN XENOPUS AND RANA. Biol Bull 162:214-231.,Fig 1b
39910,new,Mass-Specific Volume Consumption Rate,The biovolume of resource consumed per unit mass of consumer per time,415720000,cubic micrometer (yeast cell wet volume) / (gram (body mass - wet) * 1 hour),555.6372,Xenopus laevis (Daudin 1802),Saccharomyces cerevisiae Meyen ex E.C. Hansen,Xenopus laevis (Daudin 1802) [larva],Saccharomyces cerevisiae Meyen ex E.C. Hansen [unicell],active,sphere,passive,sphere,0.00129,2.68E-013,cubic meter,2369153301,cubic micrometer (yeast wet cell biovolume) per milliliter,635170,0.00025,20,20,,,no,,,,,,,,,,Xenopus laevis,Tadpole,South African clawed frog,3D,ectotherm,3D,Saccharomyces cerevisiae,,Yeast,ectotherm,Freshwater,Laboratory,25200,seconds,,,0.00025,cubic meter,1,Individuals per arena,,yes,wet mass,1.29,g,original paper,cell volume,8,micrometer,http://hypertextbook.com/facts/2000/JennyNg.shtml,SEALE D. B. 1982. OBLIGATE AND FACULTATIVE SUSPENSION FEEDING IN ANURAN LARVAE: FEEDING REGULATION IN XENOPUS AND RANA. Biol Bull 162:214-231.,Fig 1b
39910,new,Mass-Specific Volume Consumption Rate,The biovolume of resource consumed per unit mass of consumer per time,483780000,cubic micrometer (yeast cell wet volume) / (gram (body mass - wet) * 1 hour),646.6038791,Xenopus laevis (Daudin 1802),Saccharomyces cerevisiae Meyen ex E.C. Hansen,Xenopus laevis (Daudin 1802) [larva],Saccharomyces cerevisiae Meyen ex E.C. Hansen [unicell],active,sphere,passive,sphere,0.00129,2.68E-013,cubic meter,3653860500,cubic micrometer (yeast wet cell biovolume) per milliliter,979600,0.00025,20,20,,,no,,,,,,,,,,Xenopus laevis,Tadpole,South African clawed frog,3D,ectotherm,3D,Saccharomyces cerevisiae,,Yeast,ectotherm,Freshwater,Laboratory,25200,seconds,,,0.00025,cubic meter,1,Individuals per arena,,yes,wet mass,1.29,g,original paper,cell volume,8,micrometer,http://hypertextbook.com/facts/2000/JennyNg.shtml,SEALE D. B. 1982. OBLIGATE AND FACULTATIVE SUSPENSION FEEDING IN ANURAN LARVAE: FEEDING REGULATION IN XENOPUS AND RANA. Biol Bull 162:214-231.,Fig 1b
39910,new,Mass-Specific Volume Consumption Rate,The biovolume of resource consumed per unit mass of consumer per time,309600000,cubic micrometer (yeast cell wet volume) / (gram (body mass - wet) * 1 hour),413.8008206,Xenopus laevis (Daudin 1802),Saccharomyces cerevisiae Meyen ex E.C. Hansen,Xenopus laevis (Daudin 1802) [larva],Saccharomyces cerevisiae Meyen ex E.C. Hansen [unicell],active,sphere,passive,sphere,0.00129,2.68E-013,cubic meter,4519209250,cubic micrometer (yeast wet cell biovolume) per milliliter,1211600,0.00025,20,20,,,no,,,,,,,,,,Xenopus laevis,Tadpole,South African clawed frog,3D,ectotherm,3D,Saccharomyces cerevisiae,,Yeast,ectotherm,Freshwater,Laboratory,25200,seconds,,,0.00025,cubic meter,1,Individuals per arena,,yes,wet mass,1.29,g,original paper,cell volume,8,micrometer,http://hypertextbook.com/facts/2000/JennyNg.shtml,SEALE D. B. 1982. OBLIGATE AND FACULTATIVE SUSPENSION FEEDING IN ANURAN LARVAE: FEEDING REGULATION IN XENOPUS AND RANA. Biol Bull 162:214-231.,Fig 1b
39910,new,Mass-Specific Volume Consumption Rate,The biovolume of resource consumed per unit mass of consumer per time,729830000,cubic micrometer (yeast cell wet volume) / (gram (body mass - wet) * 1 hour),975.4659331,Xenopus laevis (Daudin 1802),Saccharomyces cerevisiae Meyen ex E.C. Hansen,Xenopus laevis (Daudin 1802) [larva],Saccharomyces cerevisiae Meyen ex E.C. Hansen [unicell],active,sphere,passive,sphere,0.00129,2.68E-013,cubic meter,2894405073,cubic micrometer (yeast wet cell biovolume) per milliliter,775990,0.00025,20,20,,,no,,,,,,,,,,Xenopus laevis,Tadpole,South African clawed frog,3D,ectotherm,3D,Saccharomyces cerevisiae,,Yeast,ectotherm,Freshwater,Laboratory,25200,seconds,,,0.00025,cubic meter,1,Individuals per arena,,yes,wet mass,1.29,g,original paper,cell volume,8,micrometer,http://hypertextbook.com/facts/2000/JennyNg.shtml,SEALE D. B. 1982. OBLIGATE AND FACULTATIVE SUSPENSION FEEDING IN ANURAN LARVAE: FEEDING REGULATION IN XENOPUS AND RANA. Biol Bull 162:214-231.,Fig 1b
39910,new,Mass-Specific Volume Consumption Rate,The biovolume of resource consumed per unit mass of consumer per time,807070000,cubic micrometer (yeast cell wet volume) / (gram (body mass - wet) * 1 hour),1078.702288,Xenopus laevis (Daudin 1802),Saccharomyces cerevisiae Meyen ex E.C. Hansen,Xenopus laevis (Daudin 1802) [larva],Saccharomyces cerevisiae Meyen ex E.C. Hansen [unicell],active,sphere,passive,sphere,0.00129,2.68E-013,cubic meter,4751958225,cubic micrometer (yeast wet cell biovolume) per milliliter,1274000,0.00025,20,20,,,no,,,,,,,,,,Xenopus laevis,Tadpole,South African clawed frog,3D,ectotherm,3D,Saccharomyces cerevisiae,,Yeast,ectotherm,Freshwater,Laboratory,25200,seconds,,,0.00025,cubic meter,1,Individuals per arena,,yes,wet mass,1.29,g,original paper,cell volume,8,micrometer,http://hypertextbook.com/facts/2000/JennyNg.shtml,SEALE D. B. 1982. OBLIGATE AND FACULTATIVE SUSPENSION FEEDING IN ANURAN LARVAE: FEEDING REGULATION IN XENOPUS AND RANA. Biol Bull 162:214-231.,Fig 1b
39910,new,Mass-Specific Volume Consumption Rate,The biovolume of resource consumed per unit mass of consumer per time,469580000,cubic micrometer (yeast cell wet volume) / (gram (body mass - wet) * 1 hour),627.6246425,Xenopus laevis (Daudin 1802),Saccharomyces cerevisiae Meyen ex E.C. Hansen,Xenopus laevis (Daudin 1802) [larva],Saccharomyces cerevisiae Meyen ex E.C. Hansen [unicell],active,sphere,passive,sphere,0.00129,2.68E-013,cubic meter,15974636330,cubic micrometer (yeast wet cell biovolume) per milliliter,4282800,0.00025,20,20,,,no,,,,,,,,,,Xenopus laevis,Tadpole,South African clawed frog,3D,ectotherm,3D,Saccharomyces cerevisiae,,Yeast,ectotherm,Freshwater,Laboratory,25200,seconds,,,0.00025,cubic meter,1,Individuals per arena,,yes,wet mass,1.29,g,original paper,cell volume,8,micrometer,http://hypertextbook.com/facts/2000/JennyNg.shtml,SEALE D. B. 1982. OBLIGATE AND FACULTATIVE SUSPENSION FEEDING IN ANURAN LARVAE: FEEDING REGULATION IN XENOPUS AND RANA. Biol Bull 162:214-231.,Fig 1b
39910,new,Mass-Specific Volume Consumption Rate,The biovolume of resource consumed per unit mass of consumer per time,888240000,cubic micrometer (yeast cell wet volume) / (gram (body mass - wet) * 1 hour),1187.191347,Xenopus laevis (Daudin 1802),Saccharomyces cerevisiae Meyen ex E.C. Hansen,Xenopus laevis (Daudin 1802) [larva],Saccharomyces cerevisiae Meyen ex E.C. Hansen [unicell],active,sphere,passive,sphere,0.00129,2.68E-013,cubic meter,9780305856,cubic micrometer (yeast wet cell biovolume) per milliliter,2622100,0.00025,20,20,,,no,,,,,,,,,,Xenopus laevis,Tadpole,South African clawed frog,3D,ectotherm,3D,Saccharomyces cerevisiae,,Yeast,ectotherm,Freshwater,Laboratory,25200,seconds,,,0.00025,cubic meter,1,Individuals per arena,,yes,wet mass,1.29,g,original paper,cell volume,8,micrometer,http://hypertextbook.com/facts/2000/JennyNg.shtml,SEALE D. B. 1982. OBLIGATE AND FACULTATIVE SUSPENSION FEEDING IN ANURAN LARVAE: FEEDING REGULATION IN XENOPUS AND RANA. Biol Bull 162:214-231.,Fig 1b
39910,new,Mass-Specific Volume Consumption Rate,The biovolume of resource consumed per unit mass of consumer per time,918640000,cubic micrometer (yeast cell wet volume) / (gram (body mass - wet) * 1 hour),1227.822952,Xenopus laevis (Daudin 1802),Saccharomyces cerevisiae Meyen ex E.C. Hansen,Xenopus laevis (Daudin 1802) [larva],Saccharomyces cerevisiae Meyen ex E.C. Hansen [unicell],active,sphere,passive,sphere,0.00129,2.68E-013,cubic meter,7383439015,cubic micrometer (yeast wet cell biovolume) per milliliter,1979500,0.00025,20,20,,,no,,,,,,,,,,Xenopus laevis,Tadpole,South African clawed frog,3D,ectotherm,3D,Saccharomyces cerevisiae,,Yeast,ectotherm,Freshwater,Laboratory,25200,seconds,,,0.00025,cubic meter,1,Individuals per arena,,yes,wet mass,1.29,g,original paper,cell volume,8,micrometer,http://hypertextbook.com/facts/2000/JennyNg.shtml,SEALE D. B. 1982. OBLIGATE AND FACULTATIVE SUSPENSION FEEDING IN ANURAN LARVAE: FEEDING REGULATION IN XENOPUS AND RANA. Biol Bull 162:214-231.,Fig 1b
39910,new,Mass-Specific Volume Consumption Rate,The biovolume of resource consumed per unit mass of consumer per time,1088500000,cubic micrometer (yeast cell wet volume) / (gram (body mass - wet) * 1 hour),1454.852045,Xenopus laevis (Daudin 1802),Saccharomyces cerevisiae Meyen ex E.C. Hansen,Xenopus laevis (Daudin 1802) [larva],Saccharomyces cerevisiae Meyen ex E.C. Hansen [unicell],active,sphere,passive,sphere,0.00129,2.68E-013,cubic meter,7584110407,cubic micrometer (yeast wet cell biovolume) per milliliter,2033300,0.00025,20,20,,,no,,,,,,,,,,Xenopus laevis,Tadpole,South African clawed frog,3D,ectotherm,3D,Saccharomyces cerevisiae,,Yeast,ectotherm,Freshwater,Laboratory,25200,seconds,,,0.00025,cubic meter,1,Individuals per arena,,yes,wet mass,1.29,g,original paper,cell volume,8,micrometer,http://hypertextbook.com/facts/2000/JennyNg.shtml,SEALE D. B. 1982. OBLIGATE AND FACULTATIVE SUSPENSION FEEDING IN ANURAN LARVAE: FEEDING REGULATION IN XENOPUS AND RANA. Biol Bull 162:214-231.,Fig 1b
39910,new,Mass-Specific Volume Consumption Rate,The biovolume of resource consumed per unit mass of consumer per time,1159000000,cubic micrometer (yeast cell wet volume) / (gram (body mass - wet) * 1 hour),1549.079945,Xenopus laevis (Daudin 1802),Saccharomyces cerevisiae Meyen ex E.C. Hansen,Xenopus laevis (Daudin 1802) [larva],Saccharomyces cerevisiae Meyen ex E.C. Hansen [unicell],active,sphere,passive,sphere,0.00129,2.68E-013,cubic meter,10606117120,cubic micrometer (yeast wet cell biovolume) per milliliter,2843500,0.00025,20,20,,,no,,,,,,,,,,Xenopus laevis,Tadpole,South African clawed frog,3D,ectotherm,3D,Saccharomyces cerevisiae,,Yeast,ectotherm,Freshwater,Laboratory,25200,seconds,,,0.00025,cubic meter,1,Individuals per arena,,yes,wet mass,1.29,g,original paper,cell volume,8,micrometer,http://hypertextbook.com/facts/2000/JennyNg.shtml,SEALE D. B. 1982. OBLIGATE AND FACULTATIVE SUSPENSION FEEDING IN ANURAN LARVAE: FEEDING REGULATION IN XENOPUS AND RANA. Biol Bull 162:214-231.,Fig 1b
39910,new,Mass-Specific Volume Consumption Rate,The biovolume of resource consumed per unit mass of consumer per time,1226800000,cubic micrometer (yeast cell wet volume) / (gram (body mass - wet) * 1 hour),1639.699117,Xenopus laevis (Daudin 1802),Saccharomyces cerevisiae Meyen ex E.C. Hansen,Xenopus laevis (Daudin 1802) [larva],Saccharomyces cerevisiae Meyen ex E.C. Hansen [unicell],active,sphere,passive,sphere,0.00129,2.68E-013,cubic meter,16300634092,cubic micrometer (yeast wet cell biovolume) per milliliter,4370200,0.00025,20,20,,,no,,,,,,,,,,Xenopus laevis,Tadpole,South African clawed frog,3D,ectotherm,3D,Saccharomyces cerevisiae,,Yeast,ectotherm,Freshwater,Laboratory,25200,seconds,,,0.00025,cubic meter,1,Individuals per arena,,yes,wet mass,1.29,g,original paper,cell volume,8,micrometer,http://hypertextbook.com/facts/2000/JennyNg.shtml,SEALE D. B. 1982. OBLIGATE AND FACULTATIVE SUSPENSION FEEDING IN ANURAN LARVAE: FEEDING REGULATION IN XENOPUS AND RANA. Biol Bull 162:214-231.,Fig 1b
39910,new,Mass-Specific Volume Consumption Rate,The biovolume of resource consumed per unit mass of consumer per time,1222000000,cubic micrometer (yeast cell wet volume) / (gram (body mass - wet) * 1 hour),1633.283601,Xenopus laevis (Daudin 1802),Saccharomyces cerevisiae Meyen ex E.C. Hansen,Xenopus laevis (Daudin 1802) [larva],Saccharomyces cerevisiae Meyen ex E.C. Hansen [unicell],active,sphere,passive,sphere,0.00129,2.68E-013,cubic meter,15302499068,cubic micrometer (yeast wet cell biovolume) per milliliter,4102600,0.00025,20,20,,,no,,,,,,,,,,Xenopus laevis,Tadpole,South African clawed frog,3D,ectotherm,3D,Saccharomyces cerevisiae,,Yeast,ectotherm,Freshwater,Laboratory,25200,seconds,,,0.00025,cubic meter,1,Individuals per arena,,yes,wet mass,1.29,g,original paper,cell volume,8,micrometer,http://hypertextbook.com/facts/2000/JennyNg.shtml,SEALE D. B. 1982. OBLIGATE AND FACULTATIVE SUSPENSION FEEDING IN ANURAN LARVAE: FEEDING REGULATION IN XENOPUS AND RANA. Biol Bull 162:214-231.,Fig 1b
39910,new,Mass-Specific Volume Consumption Rate,The biovolume of resource consumed per unit mass of consumer per time,1294500000,cubic micrometer (yeast cell wet volume) / (gram (body mass - wet) * 1 hour),1730.184633,Xenopus laevis (Daudin 1802),Saccharomyces cerevisiae Meyen ex E.C. Hansen,Xenopus laevis (Daudin 1802) [larva],Saccharomyces cerevisiae Meyen ex E.C. Hansen [unicell],active,sphere,passive,sphere,0.00129,2.68E-013,cubic meter,17611712048,cubic micrometer (yeast wet cell biovolume) per milliliter,4721700,0.00025,20,20,,,no,,,,,,,,,,Xenopus laevis,Tadpole,South African clawed frog,3D,ectotherm,3D,Saccharomyces cerevisiae,,Yeast,ectotherm,Freshwater,Laboratory,25200,seconds,,,0.00025,cubic meter,1,Individuals per arena,,yes,wet mass,1.29,g,original paper,cell volume,8,micrometer,http://hypertextbook.com/facts/2000/JennyNg.shtml,SEALE D. B. 1982. OBLIGATE AND FACULTATIVE SUSPENSION FEEDING IN ANURAN LARVAE: FEEDING REGULATION IN XENOPUS AND RANA. Biol Bull 162:214-231.,Fig 1b
39910,new,Mass-Specific Volume Consumption Rate,The biovolume of resource consumed per unit mass of consumer per time,1125600000,cubic micrometer (yeast cell wet volume) / (gram (body mass - wet) * 1 hour),1504.438642,Xenopus laevis (Daudin 1802),Saccharomyces cerevisiae Meyen ex E.C. Hansen,Xenopus laevis (Daudin 1802) [larva],Saccharomyces cerevisiae Meyen ex E.C. Hansen [unicell],active,sphere,passive,sphere,0.00129,2.68E-013,cubic meter,42767624021,cubic micrometer (yeast wet cell biovolume) per milliliter,11466000,0.00025,20,20,,,no,,,,,,,,,,Xenopus laevis,Tadpole,South African clawed frog,3D,ectotherm,3D,Saccharomyces cerevisiae,,Yeast,ectotherm,Freshwater,Laboratory,25200,seconds,,,0.00025,cubic meter,1,Individuals per arena,,yes,wet mass,1.29,g,original paper,cell volume,8,micrometer,http://hypertextbook.com/facts/2000/JennyNg.shtml,SEALE D. B. 1982. OBLIGATE AND FACULTATIVE SUSPENSION FEEDING IN ANURAN LARVAE: FEEDING REGULATION IN XENOPUS AND RANA. Biol Bull 162:214-231.,Fig 1b
39910,new,Mass-Specific Volume Consumption Rate,The biovolume of resource consumed per unit mass of consumer per time,8160900000,cubic micrometer (yeast cell wet volume) / (gram (body mass - wet) * 1 hour),10907.58113,Xenopus laevis (Daudin 1802),Saccharomyces cerevisiae Meyen ex E.C. Hansen,Xenopus laevis (Daudin 1802) [larva],Saccharomyces cerevisiae Meyen ex E.C. Hansen [unicell],active,sphere,passive,sphere,0.00129,2.68E-013,cubic meter,10141738157,cubic micrometer (yeast wet cell biovolume) per milliliter,2719000,0.00025,20,20,,,no,,,,,,,,,,Xenopus laevis,Tadpole,South African clawed frog,3D,ectotherm,3D,Saccharomyces cerevisiae,,Yeast,ectotherm,Freshwater,Laboratory,25200,seconds,,,0.00025,cubic meter,1,Individuals per arena,,yes,wet mass,1.29,g,original paper,cell volume,8,micrometer,http://hypertextbook.com/facts/2000/JennyNg.shtml,SEALE D. B. 1982. OBLIGATE AND FACULTATIVE SUSPENSION FEEDING IN ANURAN LARVAE: FEEDING REGULATION IN XENOPUS AND RANA. Biol Bull 162:214-231.,Fig 1b
39910,new,Mass-Specific Volume Consumption Rate,The biovolume of resource consumed per unit mass of consumer per time,3210900000,cubic micrometer (yeast cell wet volume) / (gram (body mass - wet) * 1 hour),4291.579634,Xenopus laevis (Daudin 1802),Saccharomyces cerevisiae Meyen ex E.C. Hansen,Xenopus laevis (Daudin 1802) [larva],Saccharomyces cerevisiae Meyen ex E.C. Hansen [unicell],active,sphere,passive,sphere,0.00129,2.68E-013,cubic meter,10155538978,cubic micrometer (yeast wet cell biovolume) per milliliter,2722700,0.00025,20,20,,,no,,,,,,,,,,Xenopus laevis,Tadpole,South African clawed frog,3D,ectotherm,3D,Saccharomyces cerevisiae,,Yeast,ectotherm,Freshwater,Laboratory,25200,seconds,,,0.00025,cubic meter,1,Individuals per arena,,yes,wet mass,1.29,g,original paper,cell volume,8,micrometer,http://hypertextbook.com/facts/2000/JennyNg.shtml,SEALE D. B. 1982. OBLIGATE AND FACULTATIVE SUSPENSION FEEDING IN ANURAN LARVAE: FEEDING REGULATION IN XENOPUS AND RANA. Biol Bull 162:214-231.,Fig 1b
39910,new,Mass-Specific Volume Consumption Rate,The biovolume of resource consumed per unit mass of consumer per time,2997300000,cubic micrometer (yeast cell wet volume) / (gram (body mass - wet) * 1 hour),4006.089146,Xenopus laevis (Daudin 1802),Saccharomyces cerevisiae Meyen ex E.C. Hansen,Xenopus laevis (Daudin 1802) [larva],Saccharomyces cerevisiae Meyen ex E.C. Hansen [unicell],active,sphere,passive,sphere,0.00129,2.68E-013,cubic meter,9828795226,cubic micrometer (yeast wet cell biovolume) per milliliter,2635100,0.00025,20,20,,,no,,,,,,,,,,Xenopus laevis,Tadpole,South African clawed frog,3D,ectotherm,3D,Saccharomyces cerevisiae,,Yeast,ectotherm,Freshwater,Laboratory,25200,seconds,,,0.00025,cubic meter,1,Individuals per arena,,yes,wet mass,1.29,g,original paper,cell volume,8,micrometer,http://hypertextbook.com/facts/2000/JennyNg.shtml,SEALE D. B. 1982. OBLIGATE AND FACULTATIVE SUSPENSION FEEDING IN ANURAN LARVAE: FEEDING REGULATION IN XENOPUS AND RANA. Biol Bull 162:214-231.,Fig 1b
39910,new,Mass-Specific Volume Consumption Rate,The biovolume of resource consumed per unit mass of consumer per time,15518000000,cubic micrometer (yeast cell wet volume) / (gram (body mass - wet) * 1 hour),20740.83054,Xenopus laevis (Daudin 1802),Saccharomyces cerevisiae Meyen ex E.C. Hansen,Xenopus laevis (Daudin 1802) [larva],Saccharomyces cerevisiae Meyen ex E.C. Hansen [unicell],active,sphere,passive,sphere,0.00129,2.68E-013,cubic meter,64024617680,cubic micrometer (yeast wet cell biovolume) per milliliter,17165000,0.00025,20,20,,,no,,,,,,,,,,Xenopus laevis,Tadpole,South African clawed frog,3D,ectotherm,3D,Saccharomyces cerevisiae,,Yeast,ectotherm,Freshwater,Laboratory,25200,seconds,,,0.00025,cubic meter,1,Individuals per arena,,yes,wet mass,1.29,g,original paper,cell volume,8,micrometer,http://hypertextbook.com/facts/2000/JennyNg.shtml,SEALE D. B. 1982. OBLIGATE AND FACULTATIVE SUSPENSION FEEDING IN ANURAN LARVAE: FEEDING REGULATION IN XENOPUS AND RANA. Biol Bull 162:214-231.,Fig 1b
