MSW93_Order	MSW93_Family	MSW93_Genus	MSW93_Species	MSW93_Binomial	1-1_ActivityCycle	5-1_AdultBodyMass_g	8-1_AdultForearmLen_mm	13-1_AdultHeadBodyLen_mm	2-1_AgeatEyeOpening_d	3-1_AgeatFirstBirth_d	18-1_BasalMetRate_mLO2hr	5-2_BasalMetRateMass_g	6-1_DietBreadth	7-1_DispersalAge_d	9-1_GestationLen_d	12-1_HabitatBreadth	22-1_HomeRange_km2	22-2_HomeRange_Indiv_km2	14-1_InterBirthInterval_d	15-1_LitterSize	16-1_LittersPerYear	17-1_MaxLongevity_m	5-3_NeonateBodyMass_g	13-2_NeonateHeadBodyLen_mm	21-1_PopulationDensity_n/km2	10-1_PopulationGrpSize	23-1_SexualMaturityAge_d	10-2_SocialGrpSize	24-1_TeatNumber	12-2_Terrestriality	6-2_TrophicLevel	25-1_WeaningAge_d	5-4_WeaningBodyMass_g	13-3_WeaningHeadBodyLen_mm	References	5-5_AdultBodyMass_g_EXT	16-2_LittersPerYear_EXT	5-6_NeonateBodyMass_g_EXT	5-7_WeaningBodyMass_g_EXT	26-1_GR_Area_km2	26-2_GR_MaxLat_dd	26-3_GR_MinLat_dd	26-4_GR_MRLat_dd	26-5_GR_MaxLong_dd	26-6_GR_MinLong_dd	26-7_GR_MRLong_dd	27-1_HuPopDen_Min_n/km2	27-2_HuPopDen_Mean_n/km2	27-3_HuPopDen_5p_n/km2	27-4_HuPopDen_Change	28-1_Precip_Mean_mm	28-2_Temp_Mean_01degC	30-1_AET_Mean_mm	30-2_PET_Mean_mm
Insectivora	Chrysochloridae	Eremitalpa	granti	Eremitalpa granti	1	22.4	-999	76.09	-999	-999	15.39	26.1	3	-999	-999	2	0.03	0.03	-999	1	-999	24	-999	-999	37.1	1	-999	1	4	1	2	-999	-999	-999	948;949;966;1297;1338;1339;1573;1822;1848;2131;2260;2629;2655;2786	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Rodentia	Dipodidae	Eremodipus	lichtensteini	Eremodipus lichtensteini	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	935336	47.47	37.48	42.48	78.02	52.7	65.36	0	14.1	0	0.04	14.09	114.93	200.69	712.11
Rodentia	Erethizontidae	Erethizon	dorsatum	Erethizon dorsatum	1	7420	-999	837.49	0	-999	-999	-999	6	1026.67	210.99	2	0.1	0.09	-999	1	-999	216	491	-999	3.5	-999	661.25	1	4	2	1	16.71	-999	-999	210;511;543;713;730;1297;1573;2151;2457;2589;2590;2592;2655;2749;2781;2782;3077	-999	-999	-999	-999	11016216	70.83	28.71	49.77	-55.61	-160.44	-108.02	0	9.14	0	0.05	44.71	9.03	363.45	536.43
Carnivora	Phocidae	Erignathus	barbatus	Erignathus barbatus	-999	280000	-999	2306.32	0	2190	-999	-999	6	18	277.99	2	-999	-999	547.5	1	-999	377.43	34500	-999	0.01	-999	1905.11	-999	-999	1	2	20.87	78200	-999	367;543;1297;1763;2151;2655;2986	-999	0.9	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Insectivora	Erinaceidae	Erinaceus	amurensis	Erinaceus amurensis	1	-999	-999	249.64	-999	-999	-999	-999	1	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	3	-999	-999	-999	678;1456	423	-999	-999	-999	2819485	50.69	25.94	38.32	134.24	102.47	118.36	1	321.59	16	0.04	67.19	91.73	728.54	828.65
Insectivora	Erinaceidae	Erinaceus	concolor	Erinaceus concolor	1	714	-999	231.89	-999	-999	-999	-999	8	-999	35	1	0.01	0.01	-999	5.71	1.5	-999	17.5	54.99	-999	-999	185.29	-999	10	1	2	41.3	-999	-999	678;1271;1297;1456;2408;2566;2655;2786	-999	-999	-999	-999	5712072	58	30.5	44.25	63.9	19.3	41.6	0	47.19	1	0.03	32.86	80.72	357.29	676.54
Insectivora	Erinaceidae	Erinaceus	europaeus	Erinaceus europaeus	2	800	-999	237.17	-999	349.79	404.6	970.6	8	-999	37	1	0.08	0.07	-999	4.59	1.5	168	15.6	69.99	123	-999	247.05	-999	9	1	2	40	235	-999	294;402;543;678;730;799;821;826;966;1297;1411;1456;1465;1573;1577;1822;1946;2060;2062;2063;2064;2080;2219;2338;2408;2566;2655;2786;3095	-999	-999	-999	-999	3201699	69.9	37.67	53.78	39.87	-9.11	15.38	0	90.66	1	3.53E-03	54.11	60.39	431.18	476.38
Rodentia	Muridae	Eropeplus	canus	Eropeplus canus	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1003	-1.32	-1.64	-1.48	120.27	119.95	120.11	32	40.5	32	0.13	207.99	173	1813.49	1927.25
Chiroptera	Phyllostomidae	Erophylla	sezekorni	Erophylla sezekorni	-999	16	47.11	-999	-999	-999	17.71	16.1	1	-999	-999	1	-999	-999	-999	0.99	-999	-999	0.9	25.71	-999	-999	-999	-999	-999	2	1	-999	-999	-999	108;503;1222;1297;1658;2143;2151;2469;2655	-999	-999	-999	-999	206890	26.91	17.6	22.26	-65.59	-84.95	-75.27	1	156.72	5	0.05	106.63	246.03	1361.58	1646.11
Primates	Cercopithecidae	Erythrocebus	patas	Erythrocebus patas	3	8010	-999	664.99	-999	1079.79	-999	-999	4	-999	167.2	-999	28.8	28.5	365	1	-999	286.8	624	-999	0.26	20.5	1054.36	28	-999	-999	2	210.41	2210	-999	208;543;681;730;1297;1347;1544;1547;1611;1763;1767;1848;2344;2489;2493;2655;2660;2986	-999	1.11	-999	-999	6948334	19.93	-3.98	7.97	37.99	-17.53	10.22	0	32.77	1	0.1	73.39	263.6	760.42	1596.49
Cetacea	Eschrichtiidae	Eschrichtius	robustus	Eschrichtius robustus	2	27300000	-999	11849.9	-999	-999	-999	-999	3	-999	379.9	1	-999	-999	638.75	1	0.5	924	500000	4430	4.86	16	2775.97	16	-999	-999	2	210.33	-999	-999	388;505;511;543;1004;1015;1297;1513;2655	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Cetacea	Balaenidae	Eubalaena	australis	Eubalaena australis	-999	23000000	-999	14150	-999	3102.5	-999	-999	1	-999	361.98	1	-999	-999	1213.62	-999	-999	-999	-999	6099.99	-999	-999	-999	2.5	-999	-999	3	294.4	-999	5490	178;312;350;352;492;494;504;505;529;676;899;1672;2227;2487;2499;2655	-999	0.6	1440000	854000	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Cetacea	Balaenidae	Eubalaena	glacialis	Eubalaena glacialis	-999	23000000	-999	13932.85	-999	3467.5	-999	-999	2	-999	345.96	1	-999	-999	1460	1	0.31	-999	800000	4500	-999	-999	3287.46	7	-999	-999	3	332.54	5000000	8500	353;492;494;505;511;899;1004;1297;1580;1581;1634;1671;1672;1909;2655	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Chiroptera	Molossidae	Eumops	maurus	Eumops maurus	-999	-999	52	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	1658;2151	20.9	-999	-999	-999	269128	7.83	1.45	4.64	-53.98	-59.55	-56.76	0	4.58	0	0.04	140.51	258.08	1518.3	1713.3
Chiroptera	Molossidae	Eumops	perotis	Eumops perotis	-999	50.9	75.5	-999	0	-999	39.76	56	1	-999	-999	1	-999	-999	-999	1	1	-999	7.98	53.2	-999	-999	-999	-999	-999	2	3	-999	-999	-999	196;654;877;1297;1658;1685;1948;2143;2151;2161;2655;2719	-999	-999	-999	-999	16118784	37.7	-29.71	3.99	-34.79	-122.41	-78.6	0	26.8	0	0.11	128.55	218.18	1143.32	1461.18
Chiroptera	Molossidae	Eumops	underwoodi	Eumops underwoodi	-999	58.2	71.24	-999	-999	-999	-999	-999	1	-999	-999	1	-999	-999	-999	1	1	-999	-999	-999	-999	-999	-999	-999	-999	2	3	-999	-999	-999	1297;1316;1613;1658;2143;2151;2622;2655	-999	-999	-999	-999	789178	32.58	12.68	22.63	-86.9	-112.74	-99.82	1	72.4	3	0.09	85.55	202.4	913.43	1490.8
Rodentia	Muridae	Euneomys	chinchilloides	Euneomys chinchilloides	-999	75.6	-999	-999	-999	-999	84.36	65.4	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	424;890;1822;2655	-999	-999	-999	-999	74442	-51.88	-55.04	-53.46	-65.13	-73.32	-69.23	0	2.29	0	0.33	47.29	44.35	354.86	412.81
Rodentia	Muridae	Euneomys	fossor	Euneomys fossor	-999	83	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2655	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Rodentia	Muridae	Euneomys	mordax	Euneomys mordax	-999	82	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	890;2655	-999	-999	-999	-999	40516	-33.2	-38.9	-36.05	-69.66	-71.34	-70.5	1	30.33	1	0.1	34.21	8.24	449.77	998.3
Rodentia	Muridae	Euneomys	petersoni	Euneomys petersoni	-999	83	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2655	-999	-999	-999	-999	56741	-40.5	-51.45	-45.98	-71.33	-73.59	-72.46	0	1.92	0	0.05	93.03	32.92	515.18	591.46
Primates	Galagonidae	Euoticus	elegantulus	Euoticus elegantulus	1	296	-999	299.99	-999	-999	215.6	262	1	-999	133.54	-999	-999	-999	-999	1.02	-999	180	-999	-999	16.6	-999	-999	1	-999	-999	1	-999	-999	-999	208;223;730;1297;1544;1547;1848;2344;2655;2660;2986	-999	-999	-999	-999	901809	5.51	-6.05	-0.26	18.39	8.69	13.54	0	18.2	1	0.08	149.71	244.37	1298.21	1499.54
Primates	Galagonidae	Euoticus	pallidus	Euoticus pallidus	-999	278	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1547;2655	-999	-999	-999	-999	117645	6.57	3.2	4.89	14.36	7.93	11.14	6	73.22	6	0.11	192.29	242.5	1225.07	1514.77
Rodentia	Sciuridae	Eupetaurus	cinereus	Eupetaurus cinereus	-999	-999	-999	459.99	-999	-999	-999	-999	2	-999	-999	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	1	-999	-999	-999	511;1015	2460	-999	-999	-999	292850	36.48	26.9	31.69	88.57	72.86	80.71	0	68.92	1	0.07	78.86	4.02	742.79	1075.21
Xenarthra	Dasypodidae	Euphractus	sexcinctus	Euphractus sexcinctus	2	4780	-999	449.23	23.5	-999	1236.69	8190	6	-999	64.82	2	0.66	0.65	-999	1.84	-999	225.96	105	-999	1.8	-999	246.74	1	2	1	2	28	-999	-999	354;543;730;889;890;905;1008;1297;1822;1946;2151;2403;2649;2655	-999	-999	-999	-999	6270416	3.05	-35.53	-16.24	-34.79	-66.07	-50.43	0	36.46	1	0.09	109.7	217.48	1083.97	1362.67
Carnivora	Viverridae	Eupleres	goudotii	Eupleres goudotii	2	2800	-999	549.99	1	-999	-999	-999	6	-999	94.09	1	-999	-999	-999	1.22	-999	-999	150	-999	-999	2	-999	-999	-999	1	2	62.99	-999	-999	817;1048;1113;1290;1297;1740;2151;2655;2932	-999	-999	-999	-999	111808	-12.33	-25.2	-18.76	50.48	44.4	47.44	3	33.45	4	0.18	163.67	207.15	1270.55	1613.46
Insectivora	Talpidae	Euroscaptor	grandis	Euroscaptor grandis	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	3	-999	-999	-999	2131	-999	-999	-999	-999	120326	30.98	27.01	28.99	103.73	98.21	100.97	3	73.04	3	0.06	154.94	43.4	813.02	984.18
Insectivora	Talpidae	Euroscaptor	klossi	Euroscaptor klossi	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	35	2	-999	-999	-999	4.49	1	-999	-999	-999	-999	-999	-999	-999	-999	1	3	-999	-999	-999	2131;2741	-999	-999	-999	-999	106925	21.58	3.18	12.38	108.63	98.2	103.41	3	75.05	13	0.11	139.25	217.58	1212.99	1491.95
Insectivora	Talpidae	Euroscaptor	longirostris	Euroscaptor longirostris	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	3	-999	-999	-999	2131	-999	-999	-999	-999	1789027	33.99	21.61	27.8	119.45	98.95	109.2	8	232.35	45	0.06	108.08	143.93	968.97	1046.58
Insectivora	Talpidae	Euroscaptor	micrura	Euroscaptor micrura	-999	60.5	-999	121.99	-999	-999	-999	-999	1	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	3	-999	-999	-999	1973;2655	-999	-999	-999	-999	157261	28.9	23.75	26.32	95.95	87.54	91.74	1	120.18	4	0.09	159.76	132.22	1032.86	1245.42
Insectivora	Talpidae	Euroscaptor	mizura	Euroscaptor mizura	2	24.3	-999	90.89	-999	-999	-999	-999	1	-999	39.99	1	-999	-999	-999	2.99	1	36	-999	-999	-999	1	-999	-999	-999	1	3	-999	-999	-999	1646;2131;2528;2741	-999	-999	-999	-999	7152	40.64	34.73	37.68	141.68	132.68	137.18	93	240.1	93	0.01	129.53	67.49	778.16	830.38
Insectivora	Talpidae	Euroscaptor	parvidens	Euroscaptor parvidens	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	3	-999	-999	-999	2131	-999	-999	-999	-999	9353	22.7	11.18	16.94	108.44	105.2	106.82	54	110.48	54	0.11	132.14	215.7	1142.19	1336.28
Rodentia	Echimyidae	Euryzygomatomys	spinosus	Euryzygomatomys spinosus	-999	188	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0.97	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1297;2655	-999	-999	-999	-999	1396880	-15.05	-30.83	-22.94	-38.86	-57.09	-47.97	3	77.42	7	0.06	128.25	199.15	1183.74	1330.73
Rodentia	Sciuridae	Exilisciurus	concinnus	Exilisciurus concinnus	-999	27.7	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1.94	-999	-999	-999	83	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2152;2655	-999	-999	27.4	-999	121262	12.58	5.55	9.07	126.6	121.79	124.19	33	172.57	55	0.11	183.1	241.07	1565.18	1739.39
Rodentia	Sciuridae	Exilisciurus	exilis	Exilisciurus exilis	-999	21.8	-999	83	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2.43	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1297;2152;2655	-999	-999	-999	-999	497877	4.71	-3.57	0.57	116.8	108.83	112.82	1	21.83	3	0.13	258.26	244.68	1674.05	1689.48
Rodentia	Sciuridae	Exilisciurus	whiteheadi	Exilisciurus whiteheadi	-999	24.9	-999	83	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1.94	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2152	-999	-999	-999	-999	87341	6.53	0.37	3.45	117.19	110.81	114	1	16.62	2	0.18	284.42	234.82	1698.02	1719.01
Carnivora	Felidae	Felis	bieti	Felis bieti	-999	5490	-999	788.45	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	1113;2655	-999	-999	-999	-999	383108	41.17	32.99	37.08	104.32	96.28	100.3	0	33.45	0	0.06	30.11	-4.92	335.49	745.65
Carnivora	Felidae	Felis	chaus	Felis chaus	2	7170	-999	708.21	11.94	-999	-999	-999	1	-999	62.88	1	-999	-999	130.01	2.94	2	144	136	-999	-999	-999	332.29	-999	-999	1	3	91.25	2210	-999	1113;1297;2655	-999	-999	-999	-999	8986836	47.65	5.91	26.78	109.46	27.1	68.28	0	178.7	1	0.1	74.24	201.07	596.11	1297.7
Carnivora	Felidae	Felis	margarita	Felis margarita	1	2820	-999	514.26	14	-999	-999	-999	1	-999	63.77	1	-999	-999	197.7	4.12	-999	-999	64	-999	-999	-999	-999	-999	-999	1	3	-999	-999	-999	1113;1297;2655	-999	1.52	-999	-999	12141994	47.88	12.95	30.41	67.81	-14.58	26.61	0	10.35	0	0.1	7.48	223.87	125.83	1210.52
Carnivora	Felidae	Felis	nigripes	Felis nigripes	2	1360	-999	402.35	7	-999	-999	-999	1	-999	67.5	1	-999	-999	228.12	1.83	4	144	72	-999	-999	-999	251.85	-999	6	1	3	63.2	-999	-999	543;1113;1297;2655	-999	-999	-999	-999	1732324	-15.92	-33.39	-24.65	32.34	12.23	22.29	0	8.32	0	0.09	30.61	186.65	449.31	1283.12
Carnivora	Felidae	Felis	silvestris	Felis silvestris	2	4490	-999	501.37	10.95	365	3184.2	4485	1	139.99	65.49	1	1.42	1.29	148.25	3.87	2	408	106	-999	2.95	-999	300.33	-999	-999	1	3	73.46	589	-999	367;542;543;679;730;1113;1297;1573;1577;2338;2620;2655	-999	-999	-999	-999	32110979	52.02	-34.83	8.59	112.13	-17.53	47.3	0	43.43	0	0.11	46.98	192.78	510.78	1278.91
Rodentia	Ctenodactylidae	Felovia	vae	Felovia vae	3	205	-999	-999	-999	-999	-999	-999	3	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	1810;2655	-999	-999	-999	-999	151907	17.95	13.1	15.53	-10.07	-14.11	-12.09	2	8.67	3	0.06	49.5	284.78	501.8	1538.19
Cetacea	Delphinidae	Feresa	attenuata	Feresa attenuata	-999	170000	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	1	-999	-999	-999	-999	-999	23	-999	-999	-999	-999	-999	-999	-999	-999	56;172;1297;2151;2409;2655	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Insectivora	Soricidae	Feroculus	feroculus	Feroculus feroculus	-999	36	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	1429;2655	-999	-999	-999	-999	7180	7.59	6.73	7.16	81.2	80.3	80.75	104	353.9	104	0.02	174.28	246.85	1571.4	1594.12
Carnivora	Viverridae	Fossa	fossana	Fossa fossana	1	1860	-999	458.19	0	-999	812.6	2030	6	364.99	88.61	2	0.76	0.69	365	1	-999	132	70	-999	3.46	2	514.1	-999	2	2	2	65.62	-999	-999	367;543;730;1015;1048;1113;1297;1740;1822;2151;2333;2655;2843;2932;2993	-999	1.11	-999	-999	106522	-12.41	-25.2	-18.81	50.44	46.55	48.5	6	37.33	8	0.18	168.03	202.81	1329.68	1596.55
Rodentia	Sciuridae	Funambulus	layardi	Funambulus layardi	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2.43	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1297	-999	-999	-999	-999	29546	10.52	6.42	8.47	81.56	76.76	79.16	100	397.97	103	0.04	154.53	257.61	1365.25	1584.84
Rodentia	Sciuridae	Funambulus	palmarum	Funambulus palmarum	-999	136	-999	-999	-999	-999	-999	-999	-999	-999	34	-999	-999	-999	-999	2.62	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1297;1577	-999	-999	-999	-999	907128	24.23	8.06	16.15	87.86	73.55	80.71	73	321.93	97	0.08	103.81	258.16	841.12	1536.06
Rodentia	Sciuridae	Funambulus	pennantii	Funambulus pennantii	-999	102	-999	-999	17	-999	-999	-999	-999	-999	41.82	-999	1.39E-03	1.21E-03	152.08	2.95	2.5	-999	6.55	-999	-999	-999	214.22	-999	-999	-999	-999	56	-999	-999	175;1297;1573;1849;2324;2325;2331;2343;2655;2947	-999	-999	-999	-999	2692844	34.3	14.91	24.6	93.32	60.48	76.9	4	319.05	15	0.1	81.53	244.09	631.74	1380.53
Rodentia	Sciuridae	Funambulus	sublineatus	Funambulus sublineatus	-999	70.9	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1297;2655	-999	-999	-999	-999	55082	11.64	6.63	9.14	81.49	76.42	78.95	104	431.32	129	0.04	137.77	262.91	1228	1548.02
Rodentia	Sciuridae	Funambulus	tristriatus	Funambulus tristriatus	-999	135	-999	-999	27	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2.64	-999	-999	5.87	46.44	-999	-999	-999	-999	-999	-999	-999	118.16	-999	-999	357	-999	-999	-999	-999	266839	19.19	8.06	13.63	78.4	72.85	75.63	103	447.1	155	0.06	122.57	259.37	919.8	1594.21
Rodentia	Sciuridae	Funisciurus	anerythrus	Funisciurus anerythrus	3	224	-999	184.73	-999	-999	-999	-999	1	-999	-999	2	-999	-999	-999	1.5	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	1	-999	-999	-999	900;901;904;1297;2301;2495;2655	-999	-999	-999	-999	4317247	11.91	-9.34	1.28	32.97	0.23	16.6	0	40.21	1	0.12	136.58	245.21	1270.24	1566.04
Rodentia	Sciuridae	Funisciurus	bayonii	Funisciurus bayonii	-999	135	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2655	-999	-999	-999	-999	759945	-1.4	-12.15	-6.77	22.22	14.64	18.43	2	19.11	2	0.18	128.16	232.96	1187.59	1472.98
Rodentia	Sciuridae	Funisciurus	carruthersi	Funisciurus carruthersi	-999	277	-999	229.62	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1599;2655	-999	-999	-999	-999	90485	1.05	-3.85	-1.4	30.8	28.09	29.44	14	147.04	29	0.12	106.5	193.35	1348.1	1524.21
Rodentia	Sciuridae	Funisciurus	congicus	Funisciurus congicus	3	112	-999	147.3	18	-999	95.45	112.3	4	-999	54.36	2	3.35E-03	-999	60	2	-999	114	9.91	-999	1000	-999	-999	-999	-999	2	2	50	-999	-999	543;1297;1822;2629;2655;2946;2947;2948;2974	-999	2.8	-999	-999	1982840	2.01	-19.6	-8.79	26.37	12.81	19.59	0	13.18	2	0.16	122.5	229.93	1165.33	1484.56
Rodentia	Sciuridae	Funisciurus	isabella	Funisciurus isabella	3	109	-999	157.43	-999	-999	102.06	60	1	-999	-999	2	-999	-999	-999	0.98	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	1	-999	-999	-999	900;901;904;1297;1822;2495;2655	-999	-999	-999	-999	459257	5.93	-1.74	2.09	16.16	8.65	12.41	1	20.64	1	0.05	167.03	241.78	1317.96	1502.16
Rodentia	Sciuridae	Funisciurus	lemniscatus	Funisciurus lemniscatus	3	141	-999	167.88	-999	-999	89.58	95	2	-999	-999	2	-999	-999	-999	1.8	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	2	-999	-999	-999	32;900;901;904;1297;1822;2495;2655	-999	-999	-999	-999	1103962	6	-5.96	0.02	19.1	8.69	13.9	0	20.97	1	0.09	151.74	244.45	1299.26	1505.07
Rodentia	Sciuridae	Funisciurus	leucogenys	Funisciurus leucogenys	-999	250	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0.97	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1297;2655	-999	-999	-999	-999	530067	8.13	0.8	4.46	14.75	0.26	7.51	1	119.61	4	0.1	156.48	248.64	1242.73	1544.4
Rodentia	Sciuridae	Funisciurus	pyrropus	Funisciurus pyrropus	3	243	-999	205.99	-999	-999	181.29	244	1	-999	-999	1	-999	-999	-999	1.26	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	1	-999	-999	-999	900;901;904;1297;1599;1822;2495;2655	-999	-999	-999	-999	3542071	13.37	-8.12	2.62	34.07	-16.13	8.96	0	40.56	1	0.12	149.16	244.1	1328.27	1550.95
Rodentia	Sciuridae	Funisciurus	substriatus	Funisciurus substriatus	-999	186	-999	183.7	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2495;2655	-999	-999	-999	-999	73508	7.64	4.53	6.08	6.4	-0.04	3.17	45	268.21	62	0.15	131.24	267.08	1236.4	1613.84
Chiroptera	Furipteridae	Furipterus	horrens	Furipterus horrens	-999	3.13	35.5	-999	-999	-999	-999	-999	1	-999	-999	1	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	3	-999	-999	-999	196;889;1297;1658;2151;2622;2655;2751	-999	-999	-999	-999	8511306	12.46	-26.52	-7.02	-34.79	-84.36	-59.57	0	29.98	0	0.1	159.6	243.71	1347.92	1572.7
Primates	Galagonidae	Galago	alleni	Galago alleni	1	269	-999	199.99	-999	341.27	-999	-999	2	-999	132.99	2	0.18	0.17	365	1.3	1	144	24	-999	16.6	-999	246.74	6	-999	2	1	-999	-999	-999	208;223;543;730;904;1297;1547;1768;1848;2344;2493;2655;2660;2986	-999	-999	-999	-999	574529	6.85	-6.05	0.39	14.59	6.02	10.31	0	52.26	1	0.09	166.91	243.69	1263.39	1505.69
Primates	Galagonidae	Galago	gallarum	Galago gallarum	-999	250	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2655	-999	-999	-999	-999	798527	8.73	-2.2	3.26	46.57	36.49	41.53	1	15.44	1	0.09	42.54	237.88	638.88	1631.51
Primates	Galagonidae	Galago	matschiei	Galago matschiei	-999	214	-999	160	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0.99	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	223;1297;1544;1547;1848;2344;2655	-999	-999	-999	-999	184700	2.67	-3.33	-0.33	34.91	27.3	31.11	2	76.59	5	0.17	116.5	215.01	1391.64	1568
Primates	Galagonidae	Galago	moholi	Galago moholi	-999	194	-999	-999	-999	259.15	-999	-999	2	-999	122.33	-999	0.05	-999	182.5	1.6	-999	198	11.8	-999	172	-999	364.99	1	-999	-999	1	89.88	95	-999	223;1544;1547;1768;2151;2344;2489;2493;2655;2973	-999	1.59	-999	-999	5183682	0.23	-27.17	-13.46	40.84	11.73	26.28	0	24.77	1	0.17	80.12	217.3	852.21	1461.88
