"season","season_week","year_week","week_start_date","weekID","monthID","year","denv1_cases","denv2_cases","denv3_cases","denv4_cases","other_positive_cases","additional_cases","total_cases","NDVI.18.45.66.14.","NDVI.18.50..66.14.","satprecip","tmin","tmax","prec","dtr","tavg","nino12","nino34","soi","pop","adjpop"
"1992/1993",30,47,"11/18/1992",199247,199211,1992,0,1,0,0,23,23,47,0.06401429,0.05613333,47.42,297.3,301.1,75.9,1.942857143,298.8571429,21.49,28.7,-1.1,2270232.222,2293349.09
"1992/1993",31,48,"11/25/1992",199248,199211,1992,0,0,0,0,35,25,60,0.1198286,0.1026333,53.73,297,300.6,54.6,1.928571429,298.4928571,21.49,28.7,-1.1,2270232.222,2293851.63
"1992/1993",32,49,"12/2/1992",199249,199212,1992,0,0,0,1,35,24,60,0.15275,0.074125,86.28,297.7,300.5,15.23,2.2,299.0142857,22.48,28.76,-0.9,2270232.222,2294354.171
"1992/1993",33,50,"12/9/1992",199250,199212,1992,1,0,0,0,28,24,53,0.2159667,0.1099,0,296.4,300.7,32.14,2.5,298.2357143,22.48,28.76,-0.9,2270232.222,2294856.712
"1992/1993",34,51,"12/16/1992",199251,199212,1992,0,1,0,1,22,12,36,0.1941286,0.066425,0,296.1,299.1,22.4,2.014285714,297.3642857,22.48,28.76,-0.9,2270232.222,2295359.252
"1992/1993",35,52,"12/23/1992",199252,199212,1992,1,1,0,0,23,6,31,0.0733125,0.06821667,42.49,296.3,299.4,60.1,1.528571429,297.6785714,22.48,28.76,-0.9,2270232.222,2295861.793
"1992/1993",36,1,"1/1/1993",199301,199301,1993,3,0,0,0,23,4,30,0.04645714,0.04366667,20.33,296.2,299.4,41.5,1.785714286,297.4928571,24.43,28.6,-1.5,2296364.333,2296364.333
"1992/1993",37,2,"1/8/1993",199302,199301,1993,0,0,0,1,26,5,32,0.1092,0.03785,0,296.2,299.5,16.9,2.071428571,297.4928571,24.43,28.6,-1.5,2296364.333,2296866.874
"1992/1993",38,3,"1/15/1993",199303,199301,1993,0,1,0,0,27,0,28,0.2200286,0.11345,0,296.5,299.3,3.6,2.271428571,297.8642857,24.43,28.6,-1.5,2296364.333,2297369.415
"1992/1993",39,4,"1/22/1993",199304,199301,1993,0,2,0,0,28,3,33,0.1473833,0.05705,29.67,295.5,300.4,20.2,1.928571429,297.2785714,24.43,28.6,-1.5,2296364.333,2297871.955
"1992/1993",40,5,"1/29/1993",199305,199301,1993,4,3,0,0,24,2,33,0.09468571,0.02253333,46.3,294.7,299,39.9,2.1,296.6785714,24.43,28.6,-1.5,2296364.333,2298374.496
"1992/1993",41,6,"2/5/1993",199306,199302,1993,2,0,0,0,33,0,35,0.2047857,0.0558,14.71,295.2,299.7,1.6,2.485714286,297.7428571,26.49,28.41,-1.2,2296364.333,2298877.036
"1992/1993",42,7,"2/12/1993",199307,199302,1993,0,0,0,1,21,0,22,0.2274143,0.173375,0,295.6,299.6,9.8,2.514285714,297.6285714,26.49,28.41,-1.2,2296364.333,2299379.577
"1992/1993",43,8,"2/19/1993",199308,199302,1993,1,0,0,0,12,0,13,0.2615857,0.1339,0,294.6,300.1,18.9,2.785714286,296.85,26.49,28.41,-1.2,2296364.333,2299882.118
"1992/1993",44,9,"2/26/1993",199309,199302,1993,2,0,0,0,11,0,13,0.1399167,0.1338,0,294.1,299.7,1.3,2.857142857,296.6285714,26.49,28.41,-1.2,2296364.333,2300384.658
"1992/1993",45,10,"3/5/1993",199310,199303,1993,0,1,0,0,20,0,21,0.2538286,0.214,0,295.5,299.5,8.7,2.542857143,297.3571429,27.17,28.6,-0.8,2296364.333,2300887.199
"1992/1993",46,11,"3/12/1993",199311,199303,1993,2,1,0,0,14,0,17,0.1717714,-0.0436,9.68,296.5,300.4,15,2.285714286,298,27.17,28.6,-0.8,2296364.333,2301389.739
"1992/1993",47,12,"3/19/1993",199312,199303,1993,0,1,0,0,10,0,11,0.2041857,0.10315,27,295.7,299.8,11.36,2.4,297.4857143,27.17,28.6,-0.8,2296364.333,2301892.28
"1992/1993",48,13,"3/26/1993",199313,199303,1993,2,0,0,0,6,0,8,0.1174286,0.08853333,7.49,296.2,300.1,16.71,2.471428571,297.8214286,27.17,28.6,-0.8,2296364.333,2302394.821
"1992/1993",49,14,"4/2/1993",199314,199304,1993,0,0,0,0,8,0,8,0.2082143,0.0423,4.97,295.9,300.1,11.3,2.414285714,298.0071429,26.44,28.93,-1.9,2296364.333,2302897.361
"1992/1993",50,15,"4/9/1993",199315,199304,1993,0,0,0,1,5,0,6,0.0834,0.01885,126.12,294.5,299.9,72.89,2.957142857,297.4785714,26.44,28.93,-1.9,2296364.333,2303399.902
"1992/1993",51,16,"4/16/1993",199316,199304,1993,0,1,0,0,5,0,6,0.1317,0.0788,9.26,296.2,300.4,32,2.528571429,298.3785714,26.44,28.93,-1.9,2296364.333,2303902.442
"1992/1993",52,17,"4/23/1993",199317,199304,1993,1,0,0,0,6,0,7,0.1252286,0.09256667,58.13,296.9,300.4,30.8,2.428571429,298.5714286,26.44,28.93,-1.9,2296364.333,2304404.983
"1993/1994",1,18,"4/30/1993",199318,199304,1993,1,1,0,0,10,0,12,0.1291571,0.06415,6.81,296.5,300.1,59.7,1.971428571,298.0142857,26.44,28.93,-1.9,2296364.333,2304907.524
"1993/1994",2,19,"5/7/1993",199319,199305,1993,1,1,0,0,15,0,17,0.1070286,0.052,39.53,296.1,300.4,122.1,2.4,297.7428571,25.15,29.13,-0.6,2296364.333,2305410.064
"1993/1994",3,20,"5/14/1993",199320,199305,1993,0,0,0,0,10,0,10,0.1866833,0.0901,40.88,297.6,301.8,45.87,2.6,299.7142857,25.15,29.13,-0.6,2296364.333,2305912.605
"1993/1994",4,21,"5/21/1993",199321,199305,1993,0,0,0,1,9,0,10,0.0644,0.10485,101.1,297.3,300.1,159.3,1.742857143,298.5857143,25.15,29.13,-0.6,2296364.333,2306415.145
"1993/1994",5,22,"5/28/1993",199322,199305,1993,0,0,0,0,18,0,18,0.1761,0.0506,12.46,298.2,302.8,35,2.485714286,300.0857143,25.15,29.13,-0.6,2296364.333,2306917.686
"1993/1994",6,23,"6/4/1993",199323,199306,1993,0,0,0,0,18,1,19,0.1484857,0.100369142334326,27.45,297.7,302.5,58.4,2.185714286,299.7357143,23.76,29.17,-1.4,2296364.333,2307420.226
"1993/1994",7,24,"6/11/1993",199324,199306,1993,0,0,0,0,12,0,12,0.2193714,0.0785,25.11,298.2,301.8,19,2.128571429,299.8357143,23.76,29.17,-1.4,2296364.333,2307922.767
"1993/1994",8,25,"6/18/1993",199325,199306,1993,0,2,0,0,18,2,22,0.1343571,0.1399667,82.16,297.5,301,86.9,1.8,299.1,23.76,29.17,-1.4,2296364.333,2308425.308
"1993/1994",9,26,"6/25/1993",199326,199306,1993,4,1,0,0,7,0,12,0.2187714,0.1522,12.78,298.4,301.6,24.7,2.085714286,300.1,23.76,29.17,-1.4,2296364.333,2308927.848
"1993/1994",10,27,"7/2/1993",199327,199307,1993,0,1,0,0,20,0,21,0.1590429,0.09593333,50.43,297.5,301.6,82.3,2.014285714,299.4642857,22.06,29.2,-1.3,2296364.333,2309430.389
"1993/1994",11,28,"7/9/1993",199328,199307,1993,1,1,0,0,16,0,18,0.2203714,0.09203333,52.12,297.7,301.9,49.3,2.571428571,299.8428571,22.06,29.2,-1.3,2296364.333,2309932.929
"1993/1994",12,29,"7/16/1993",199329,199307,1993,0,3,0,1,12,0,16,0.1923714,0.1826,30.49,298.3,302,51.5,2.271428571,299.9214286,22.06,29.2,-1.3,2296364.333,2310435.47
"1993/1994",13,30,"7/23/1993",199330,199307,1993,1,0,0,0,15,0,16,0.1236,0.10608,58.86,298,301.8,80.8,2.228571429,299.5285714,22.06,29.2,-1.3,2296364.333,2310938.011
"1993/1994",14,31,"7/30/1993",199331,199307,1993,2,1,0,1,18,0,22,0.2581143,0.1488,4.55,298.7,302,16.7,2.071428571,300.2928571,22.06,29.2,-1.3,2296364.333,2311440.551
"1993/1994",15,32,"8/6/1993",199332,199308,1993,0,1,0,0,16,0,17,0.1692571,0.1401,8.94,298.7,302.3,33.3,2.328571429,300.2071429,21.05,28.94,-1.6,2296364.333,2311943.092
"1993/1994",16,33,"8/13/1993",199333,199308,1993,1,1,0,1,22,0,25,0.1632857,0.04966667,105.14,297.8,301.8,50.8,2.285714286,299.7714286,21.05,28.94,-1.6,2296364.333,2312445.632
"1993/1994",17,34,"8/20/1993",199334,199308,1993,0,2,0,2,18,1,23,0.2159143,0.24925,1.36,297.9,302.1,31.4,2.028571429,299.9571429,21.05,28.94,-1.6,2296364.333,2312948.173
"1993/1994",18,35,"8/27/1993",199335,199308,1993,1,1,0,1,9,0,12,0.1509143,0.1581,42.71,298.4,301.9,41,2,299.8571429,21.05,28.94,-1.6,2296364.333,2313450.714
"1993/1994",19,36,"9/3/1993",199336,199309,1993,2,2,0,1,19,1,25,0.05133333,0.0688,36.1,298.2,302.6,35.7,2.6,300.1571429,20.83,29.07,-1.2,2296364.333,2313953.254
"1993/1994",20,37,"9/10/1993",199337,199309,1993,0,1,0,0,27,0,28,0.1865857,0.0971,39.79,298.3,302,76.9,1.957142857,299.6642857,20.83,29.07,-1.2,2296364.333,2314455.795
"1993/1994",21,38,"9/17/1993",199338,199309,1993,3,2,0,2,20,0,27,0.1168857,0.063525,46.55,298.2,302.4,59.8,2.457142857,300.0571429,20.83,29.07,-1.2,2296364.333,2314958.335
"1993/1994",22,39,"9/24/1993",199339,199309,1993,1,1,0,0,16,0,18,0.09423333,0.0517,92.77,298.2,302.1,60.56,2,299.7571429,20.83,29.07,-1.2,2296364.333,2315460.876
"1993/1994",23,40,"10/1/1993",199340,199310,1993,1,1,0,0,21,0,23,0.1652714,0.0705,10.46,298.5,301.3,56.9,1.8,299.7857143,20.99,28.9,-1.8,2296364.333,2315963.417
"1993/1994",24,41,"10/8/1993",199341,199310,1993,1,3,0,0,18,1,23,0.1731857,0.0645,0,298.8,302.4,14.2,2.128571429,300.5214286,20.99,28.9,-1.8,2296364.333,2316465.957
"1993/1994",25,42,"10/15/1993",199342,199310,1993,1,2,0,0,26,0,29,0.1496857,0.102085902535811,23.56,298,302,22.2,2.028571429,299.9,20.99,28.9,-1.8,2296364.333,2316968.498
"1993/1994",26,43,"10/22/1993",199343,199310,1993,4,6,0,0,27,1,38,0.1092667,0.1143,46.51,298.1,301.9,60.1,2.171428571,299.6428571,20.99,28.9,-1.8,2296364.333,2317471.038
"1993/1994",27,44,"10/29/1993",199344,199310,1993,2,3,0,2,28,1,36,0.1569,0.1406667,0,297.9,301.8,7.3,2.328571429,299.7642857,20.99,28.9,-1.8,2296364.333,2317973.579
"1993/1994",28,45,"11/5/1993",199345,199311,1993,6,7,0,3,27,0,43,0.1696,0.0493,0,297.8,300.9,47.1,2,299.1428571,21.64,28.97,-0.1,2296364.333,2318476.12
"1993/1994",29,46,"11/12/1993",199346,199311,1993,5,5,0,0,34,2,46,0.1117429,0.013825,79.32,296.8,301,146.11,1.757142857,298.5785714,21.64,28.97,-0.1,2296364.333,2318978.66
"1993/1994",30,47,"11/19/1993",199347,199311,1993,6,5,0,0,18,2,31,0.2705857,0.1818,24.99,297.2,301.1,21,2.257142857,299.0571429,21.64,28.97,-0.1,2296364.333,2319481.201
"1993/1994",31,48,"11/26/1993",199348,199311,1993,2,5,0,0,18,0,25,0.08941429,-0.0095,6.09,296.7,300.1,41.5,2.071428571,298.3928571,21.64,28.97,-0.1,2296364.333,2319983.741
"1993/1994",32,49,"12/3/1993",199349,199312,1993,7,4,0,2,22,5,40,0.08283333,0.0775031055650156,5.29,296.6,300.5,24.5,2.042857143,298.5357143,22.75,28.9,0.3,2296364.333,2320486.282
"1993/1994",33,50,"12/10/1993",199350,199312,1993,2,3,0,1,20,5,31,0.08,-0.06766667,14.82,296.2,301,28.6,2.942857143,298.7285714,22.75,28.9,0.3,2296364.333,2320988.823
"1993/1994",34,51,"12/17/1993",199351,199312,1993,1,2,0,0,32,3,38,0.07024286,-0.02115,42.62,296.1,301.2,37.1,2.271428571,298.0214286,22.75,28.9,0.3,2296364.333,2321491.363
"1993/1994",35,52,"12/24/1993",199352,199312,1993,5,7,0,1,17,0,30,0.1693778,0.05,0,297,300.1,8.2,1.885714286,298.5428571,22.75,28.9,0.3,2296364.333,2321993.904
"1993/1994",36,1,"1/1/1994",199401,199401,1994,2,3,0,0,17,0,22,0.1785143,0.0193,12.6,296,299.6,21.7,2.228571429,297.9142857,24.32,28.47,-0.2,2322496.444,2322496.444
"1993/1994",37,2,"1/8/1994",199402,199401,1994,2,5,0,0,24,0,31,0.21445,0.0974,0,296.5,299.7,23.3,1.971428571,297.8142857,24.32,28.47,-0.2,2322496.444,2322998.985
"1993/1994",38,3,"1/15/1994",199403,199401,1994,3,4,0,0,19,0,26,0.1407143,0.1664333,0,296.2,299.3,11.64,2.428571429,297.8285714,24.32,28.47,-0.2,2322496.444,2323501.526
"1993/1994",39,4,"1/22/1994",199404,199401,1994,4,5,0,1,23,2,35,0.1985143,-0.1162667,0,295.8,299.8,27.7,2.271428571,297.6642857,24.32,28.47,-0.2,2322496.444,2324004.066
"1993/1994",40,5,"1/29/1994",199405,199401,1994,3,9,0,1,21,2,36,0.2156,0.2112,0,295.9,299.2,14,1.971428571,297.6571429,24.32,28.47,-0.2,2322496.444,2324506.607
"1993/1994",41,6,"2/5/1994",199406,199402,1994,4,7,0,2,24,2,39,0.069175,0.117,0,296.2,299.4,3.1,1.771428571,297.9142857,25.79,28.07,0.4,2322496.444,2325009.147
"1993/1994",42,7,"2/12/1994",199407,199402,1994,6,5,0,1,13,0,25,0.2834143,0.24185,0,295.5,299.3,9.4,2.528571429,297.65,25.79,28.07,0.4,2322496.444,2325511.688
"1993/1994",43,8,"2/19/1994",199408,199402,1994,1,2,0,1,27,0,31,0.07407143,0.09243333,0,295.7,298.9,20.9,2.157142857,297.35,25.79,28.07,0.4,2322496.444,2326014.229
"1993/1994",44,9,"2/26/1994",199409,199402,1994,3,5,0,2,27,0,37,0.1530833,0.1446,0,295.4,300.1,16.7,2.757142857,297.3214286,25.79,28.07,0.4,2322496.444,2326516.769
"1993/1994",45,10,"3/5/1994",199410,199403,1994,6,3,0,1,23,0,33,0.1224143,0.1038,7.15,295.9,299.8,9.4,2.471428571,297.8214286,25.43,28.26,-1.1,2322496.444,2327019.31
"1993/1994",46,11,"3/12/1994",199411,199403,1994,4,3,0,1,17,0,25,0.14055,-0.04815,0,295.5,300.5,6.29,3.428571429,297.7714286,25.43,28.26,-1.1,2322496.444,2327521.85
"1993/1994",47,12,"3/19/1994",199412,199403,1994,4,4,0,2,14,0,24,0.1368429,0.1005833,0,296.3,300.3,3.8,2.971428571,298.3714286,25.43,28.26,-1.1,2322496.444,2328024.391
"1993/1994",48,13,"3/26/1994",199413,199403,1994,0,1,0,0,17,0,18,0.1195286,0.15975,46.62,296.8,300,6.46,2.214285714,298.3214286,25.43,28.26,-1.1,2322496.444,2328526.932
"1993/1994",49,14,"4/2/1994",199414,199404,1994,0,4,0,0,19,0,23,0.1190286,0.05093333,0,296.3,300,8.3,2.314285714,298.1142857,24.32,28.62,-2.1,2322496.444,2329029.472
"1993/1994",50,15,"4/9/1994",199415,199404,1994,0,2,0,0,11,0,13,0.1552429,0.13325,0,296,299.6,37.4,2.128571429,297.4928571,24.32,28.62,-2.1,2322496.444,2329532.013
"1993/1994",51,16,"4/16/1994",199416,199404,1994,2,1,0,0,15,0,18,0.1754571,0.112828044374039,0,296.5,299.8,12.2,2.1,298.0214286,24.32,28.62,-2.1,2322496.444,2330034.553
"1993/1994",52,17,"4/23/1994",199417,199404,1994,1,3,0,0,10,0,14,0.09371667,0.0251,56.23,297,301,14.7,2.914285714,298.8571429,24.32,28.62,-2.1,2322496.444,2330537.094
"1994/1995",1,18,"4/30/1994",199418,199404,1994,2,1,0,1,13,0,17,0.1321429,0.08175,11.77,297.8,301.1,8.8,2.185714286,299.1928571,24.32,28.62,-2.1,2322496.444,2331039.635
"1994/1995",2,19,"5/7/1994",199419,199405,1994,2,4,0,0,16,0,22,0.1063143,0.0974,12.63,297.2,300,30.3,1.857142857,298.3714286,23.22,29,-1.1,2322496.444,2331542.175
"1994/1995",3,20,"5/14/1994",199420,199405,1994,2,0,0,0,11,0,13,0.1608286,0.0177,31.85,297.7,302.2,20.1,2.457142857,299.4142857,23.22,29,-1.1,2322496.444,2332044.716
"1994/1995",4,21,"5/21/1994",199421,199405,1994,2,3,0,2,17,0,24,0.2084857,0.10975,5.27,298.5,302.3,0.3,2.714285714,300.4714286,23.22,29,-1.1,2322496.444,2332547.256
"1994/1995",5,22,"5/28/1994",199422,199405,1994,2,7,0,0,22,0,31,0.1616143,0.1407,1.32,297.8,301.3,26,2.428571429,299.3857143,23.22,29,-1.1,2322496.444,2333049.797
"1994/1995",6,23,"6/4/1994",199423,199406,1994,3,5,0,2,23,1,34,0.05854286,0.06905,53.36,298,301.6,13.1,2.485714286,299.7428571,22.43,29.18,-0.7,2322496.444,2333552.338
"1994/1995",7,24,"6/11/1994",199424,199406,1994,3,4,0,2,22,0,31,0.2158429,0.125065041627343,37.89,298,301,23.31,1.8,299.3428571,22.43,29.18,-0.7,2322496.444,2334054.878
"1994/1995",8,25,"6/18/1994",199425,199406,1994,4,2,0,3,21,1,31,0.1391143,0.04215,3.44,298.2,302.3,5.7,2.785714286,300.3642857,22.43,29.18,-0.7,2322496.444,2334557.419
"1994/1995",9,26,"6/25/1994",199426,199406,1994,1,7,0,5,23,2,38,0.1551857,0.11765,18.22,298,301.5,39.93,2,299.4714286,22.43,29.18,-0.7,2322496.444,2335059.959
"1994/1995",10,27,"7/2/1994",199427,199407,1994,2,4,0,2,40,1,49,0.1133429,0.2155667,19.61,297.9,301.1,47.02,1.928571429,299.2071429,21.21,29.4,-2.2,2322496.444,2335562.5
"1994/1995",11,28,"7/9/1994",199428,199407,1994,1,6,0,0,28,7,42,0.1805857,0.22405,0,298.6,301.6,9.4,2.114285714,300.1,21.21,29.4,-2.2,2322496.444,2336065.041
"1994/1995",12,29,"7/16/1994",199429,199407,1994,0,7,0,2,33,7,49,0.1907429,0.1201667,45.1,297.8,301.7,11.9,2.485714286,299.9428571,21.21,29.4,-2.2,2322496.444,2336567.581
"1994/1995",13,30,"7/23/1994",199430,199407,1994,1,8,0,6,34,6,55,0.1939,0.2658,0.97,298.4,301.7,7.1,2.4,300.0428571,21.21,29.4,-2.2,2322496.444,2337070.122
"1994/1995",14,31,"7/30/1994",199431,199407,1994,4,18,0,1,46,11,80,0.1122143,0.1311,37,297.4,301.5,23.2,2.171428571,299.5571429,21.21,29.4,-2.2,2322496.444,2337572.662
"1994/1995",15,32,"8/6/1994",199432,199408,1994,0,14,0,8,51,11,84,0.02865,-0.0402,32.32,297.9,302.1,11.9,2.471428571,299.8214286,19.7,29.46,-2,2322496.444,2338075.203
"1994/1995",16,33,"8/13/1994",199433,199408,1994,3,10,0,3,49,7,72,0.22135,-0.0157,7.04,298.4,302.2,17.66,2.228571429,300.3428571,19.7,29.46,-2,2322496.444,2338577.744
"1994/1995",17,34,"8/20/1994",199434,199408,1994,4,12,0,0,65,8,89,0.1767286,0.130825,17.75,298.5,302.7,10.44,3,300.7857143,19.7,29.46,-2,2322496.444,2339080.284
"1994/1995",18,35,"8/27/1994",199435,199408,1994,2,12,0,3,64,34,115,0.2040857,0.14525,61.69,297.6,302.6,36,2.328571429,300.0785714,19.7,29.46,-2,2322496.444,2339582.825
"1994/1995",19,36,"9/3/1994",199436,199409,1994,6,10,0,4,91,68,179,0.2479714,0.076225,33.93,298.2,302.4,40.5,2.814285714,300.1928571,20.16,29.23,-2.6,2322496.444,2340085.365
"1994/1995",20,37,"9/10/1994",199437,199409,1994,1,14,0,3,59,125,202,0.192925,0.106274558034338,53.65,298.3,302.3,78.6,2.171428571,300.0142857,20.16,29.23,-2.6,2322496.444,2340587.906
"1994/1995",21,38,"9/17/1994",199438,199409,1994,2,6,0,3,96,165,272,0.155309386379084,0.0922304885558265,64.42,297.7,302,46.8,2.2,299.8142857,20.16,29.23,-2.6,2322496.444,2341090.447
"1994/1995",22,39,"9/24/1994",199439,199409,1994,9,14,0,6,90,183,302,0.187048313082666,0.115146304020945,5.77,298.2,301.9,10,2.6,300.0571429,20.16,29.23,-2.6,2322496.444,2341592.987
"1994/1995",23,40,"10/1/1994",199440,199410,1994,0,12,0,2,120,261,395,0.184525771503228,0.111828481295956,3.62,298,302.9,12.1,3.085714286,300.4428571,21.53,29.45,-1.9,2322496.444,2342095.528
"1994/1995",24,41,"10/8/1994",199441,199410,1994,2,24,0,7,137,256,426,0.164915750122053,0.0965171319073843,51.08,297.8,302.1,32.67,2.542857143,299.6285714,21.53,29.45,-1.9,2322496.444,2342598.068
"1994/1995",25,42,"10/15/1994",199442,199410,1994,3,16,0,4,148,290,461,0.155022688992411,0.091438075992689,101.45,297.5,303,47.09,2.271428571,299.5642857,21.53,29.45,-1.9,2322496.444,2343100.609
"1994/1995",26,43,"10/22/1994",199443,199410,1994,6,13,0,1,111,250,381,0.162719776426897,0.0949854650035197,53.68,298.1,301.9,35.5,2.314285714,299.6,21.53,29.45,-1.9,2322496.444,2343603.15
"1994/1995",27,44,"10/29/1994",199444,199410,1994,2,10,0,3,82,236,333,0.166224512818143,0.0967116430162573,0,297.7,301.5,30.9,1.885714286,299.4857143,21.53,29.45,-1.9,2322496.444,2344105.69
"1994/1995",28,45,"11/5/1994",199445,199411,1994,2,12,0,1,73,265,353,0.149984348971558,0.0887869146667096,58.63,297.2,300.8,55.9,1.857142857,298.7714286,22.41,29.63,-0.9,2322496.444,2344608.231
"1994/1995",29,46,"11/12/1994",199446,199411,1994,3,5,0,1,64,337,410,0.184575318731923,0.110703614168386,11.96,297.8,302.2,11.9,2.471428571,300.0214286,22.41,29.63,-0.9,2322496.444,2345110.771
"1994/1995",30,47,"11/19/1994",199447,199411,1994,2,1,0,1,114,246,364,0.168950664433419,0.0977638683915142,12.86,296.3,301,27.5,2.357142857,299.05,22.41,29.63,-0.9,2322496.444,2345613.312
"1994/1995",31,48,"11/26/1994",199448,199411,1994,3,4,0,1,112,239,359,0.142769280053362,0.085495334203724,45.72,296.6,299.5,71.09,1.585714286,298.2785714,22.41,29.63,-0.9,2322496.444,2346115.853
"1994/1995",32,49,"12/3/1994",199449,199412,1994,2,8,0,6,78,194,288,0.147693324325515,0.0872395576007586,9.89,296.9,300.2,60.2,1.857142857,298.2571429,23.61,29.5,-2,2322496.444,2346618.393
"1994/1995",33,50,"12/10/1994",199450,199412,1994,1,6,0,2,81,131,221,0.174974803798054,0.101206245192661,0,296.9,300.5,20.8,2.642857143,298.7785714,23.61,29.5,-2,2322496.444,2347120.934
"1994/1995",34,51,"12/17/1994",199451,199412,1994,4,9,0,0,48,88,149,0.195250182814795,0.127328481938668,0,297.4,300.6,3.9,2.357142857,298.8785714,23.61,29.5,-2,2322496.444,2347623.474
"1994/1995",35,52,"12/24/1994",199452,199412,1994,3,7,0,3,41,58,112,0.189927682680619,0.11687160609156,5.25,294.7,301,7.4,2.928571429,297.8928571,23.61,29.5,-2,2322496.444,2348126.015
"1994/1995",36,1,"1/1/1995",199501,199501,1995,3,6,0,1,65,79,154,0.2587429,0.2193333,0,296,299.9,8.24,2.142857143,298.2142857,25.33,29.2,-0.7,2348628.556,2348628.556
"1994/1995",37,2,"1/8/1995",199502,199501,1995,0,9,0,0,40,42,91,0.1716143,0.1416333,37.99,295,299.8,26.95,1.871428571,296.9928571,25.33,29.2,-0.7,2348628.556,2349131.096
"1994/1995",38,3,"1/15/1995",199503,199501,1995,1,3,0,2,51,15,72,0.2293714,-0.0359,0,295,300.5,11.98,3.528571429,297.5785714,25.33,29.2,-0.7,2348628.556,2349633.637
"1994/1995",39,4,"1/22/1995",199504,199501,1995,3,5,0,2,41,5,56,0.1340714,0.1268,0,295.6,300.4,43.5,2.228571429,297.8142857,25.33,29.2,-0.7,2348628.556,2350136.177
"1994/1995",40,5,"1/29/1995",199505,199501,1995,5,2,0,3,26,10,46,0.2099429,0.1449,0,295.9,300.4,1.4,3.071428571,298.0928571,25.33,29.2,-0.7,2348628.556,2350638.718
"1994/1995",41,6,"2/5/1995",199506,199502,1995,0,0,0,0,31,6,37,0.1713857,0.059325,0,295.2,300.5,12.53,3.542857143,298.2571429,26.43,29.01,-0.2,2348628.556,2351141.259
"1994/1995",42,7,"2/12/1995",199507,199502,1995,0,0,0,1,20,5,26,0.2123286,0.115619980751851,0,296,300,24.32,2.071428571,297.85,26.43,29.01,-0.2,2348628.556,2351643.799
"1994/1995",43,8,"2/19/1995",199508,199502,1995,0,1,0,0,16,0,17,0.1254143,0.06486667,0,295.6,299.5,16.35,2.428571429,297.5428571,26.43,29.01,-0.2,2348628.556,2352146.34
"1994/1995",44,9,"2/26/1995",199509,199502,1995,0,0,0,1,15,1,17,0.10996,0.06865,0,295.2,299.4,67.2,2.042857143,296.9928571,26.43,29.01,-0.2,2348628.556,2352648.88
"1994/1995",45,10,"3/5/1995",199510,199503,1995,0,1,0,0,16,3,20,0.1864857,0.079575,6.14,295.5,299.6,21.9,2.271428571,297.5357143,26.12,28.96,1.2,2348628.556,2353151.421
"1994/1995",46,11,"3/12/1995",199511,199503,1995,1,0,0,0,10,0,11,0.1547429,0.1150667,13.29,294,298.1,9.4,2.385714286,296.1785714,26.12,28.96,1.2,2348628.556,2353653.962
"1994/1995",47,12,"3/19/1995",199512,199503,1995,1,0,0,0,6,0,7,0.2497143,0.23165,0,293.5,300.4,5.2,4.471428571,297.2071429,26.12,28.96,1.2,2348628.556,2354156.502
"1994/1995",48,13,"3/26/1995",199513,199503,1995,2,0,0,1,13,0,16,0.3054571,0.259575,0,294.6,300.3,1.9,3.457142857,297.4,26.12,28.96,1.2,2348628.556,2354659.043
"1994/1995",49,14,"4/2/1995",199514,199504,1995,2,0,0,1,10,1,14,0.2684143,0.2494,0,297,300.9,1.1,2.971428571,298.8428571,24.47,28.89,-1.1,2348628.556,2355161.583
"1994/1995",50,15,"4/9/1995",199515,199504,1995,1,3,0,1,11,0,16,0.1489429,0.03495,5.43,296,300.4,13.2,2.814285714,298.1785714,24.47,28.89,-1.1,2348628.556,2355664.124
"1994/1995",51,16,"4/16/1995",199516,199504,1995,1,0,0,0,4,0,5,0.2366143,0.1127,6.44,295.8,299.7,10.1,2.471428571,297.6785714,24.47,28.89,-1.1,2348628.556,2356166.665
"1994/1995",52,17,"4/23/1995",199517,199504,1995,0,0,0,0,2,0,2,0.1873,0.150025,0,296.2,301.2,2.2,2.842857143,298.7357143,24.47,28.89,-1.1,2348628.556,2356669.205
"1995/1996",1,18,"4/30/1995",199518,199504,1995,0,0,0,0,6,0,6,0.1579714,0.1521,23.48,297.5,301.8,7.2,3.214285714,299.5214286,24.47,28.89,-1.1,2348628.556,2357171.746
"1995/1996",2,19,"5/7/1995",199519,199505,1995,0,1,0,0,4,0,5,0.1708857,0.1115,42.2,297,301.7,14,2.885714286,298.9714286,23.1,29.15,-0.6,2348628.556,2357674.286
"1995/1996",3,20,"5/14/1995",199520,199505,1995,0,0,0,1,3,0,4,0.1605714,0.096525,255.69,297.3,301.7,19,2.514285714,299.3857143,23.1,29.15,-0.6,2348628.556,2358176.827
"1995/1996",4,21,"5/21/1995",199521,199505,1995,0,0,0,0,3,0,3,0.2402714,0.1621333,125.25,298.3,302,15.83,1.971428571,299.8,23.1,29.15,-0.6,2348628.556,2358679.368
"1995/1996",5,22,"5/28/1995",199522,199505,1995,0,0,0,0,4,0,4,0.1095714,0.2412,192.52,297.7,300.1,86.3,1.6,298.7142857,23.1,29.15,-0.6,2348628.556,2359181.908
